commodity,year,num_ships,num_cargo_items,top_origin,top_destination
half-square sleepers,1874,1,1,Sundswall,Bristol
half-square sleepers,1875,2,2,Danzig,Bristol
halves,1877,6,7,Riga,Borrowstounness
hand,1883,1,1,New York,Liverpool
hand,1887,1,1,New York,Liverpool
hand,1897,1,1,New York,Grimsby
hand spokes,1893,1,1,Christiansand,London
handle stuff,1881,1,1,New York,Dundee
handle stuffs,1883,1,1,New York,Dundee
handles,1882,1,1,GÃ¤vle,London
handles,1885,38,38,New York,Liverpool
handles,1886,5,5,New York,Liverpool
handles,1887,37,39,New York,Liverpool
handles,1889,30,31,New York,Liverpool
handles,1890,3,3,New York,Bristol
handles,1891,12,12,New York,Liverpool
handles,1892,1,1,New York,Tyne
handles,1893,2,2,Gothenburg,Tyne
handles,1899,3,3,New York,NEWPORT (MON)
handmasts,1881,1,1,Riga,Newport
handmasts,1883,2,2,Riga,Newport
handrails,1885,2,2,Montreal,Grimsby
handsawn,1883,1,1,Riga,Newport
handspikes,1874,2,2,Kronstadt,Liverpool
handspikes,1875,4,5,Uleaborg,CURRENT PRICES
handspikes,1881,6,6,New York,Liverpool
handspikes,1883,8,8,New York,London
handspikes,1885,8,8,New York,Liverpool
handspikes,1887,2,2,New York,Liverpool
handspikes,1889,4,4,Kristinestad,Tyne
handspikes,1891,1,1,New York,Liverpool
handspikes,1895,1,1,Drammen,Tyne
handspokes,1875,1,1,Christiansand,Dundee
hard,1893,3,3,Richibucto,PRINCE'S DOCK
hard wood lumber,1899,1,1,Boston,NEWPORT (MON)
hardwood,1877,2,2,Miramichi,TIMBER
hardwood,1881,4,4,Oak Bay,Liverpool
hardwood,1883,10,10,Hamburg,London
hardwood,1884,1,2,Liscombe,Liverpool
hardwood,1885,1,1,"New Richmond, N.B.",
hardwood,1887,1,1,Quebec,Inverness
hardwood,1889,3,4,Weymouth,Dundee
hardwood,1891,10,11,Baie Verte,Liverpool
hardwood,1892,1,1,"Pictou, N.B.",Liverpool
hardwood,1893,6,8,Halifax,Liverpool
hardwood,1895,3,3,Halifax,London
hardwood,1896,1,1,Boston,Liverpool
hardwood,1899,3,3,Newport News,London
hardwood chocks,1899,1,1,Danzig,Grimsby
hardwood deals,1889,1,1,Buctouche,Liverpool
hardwood ends,1889,1,1,Buctouche,Liverpool
hardwood lumber,1893,1,1,New York,Dundee
hardwood lumber,1897,1,1,Philadelphia,Borrowstounness
hardwood lumber,1899,1,1,Boston,Liverpool
hardwood strips,1897,1,1,New York,Liverpool
hawn oak,1889,1,1,Copenhagen,Inverness
hawr fir,1885,1,1,Sundswall,Inverness
hdgs,1885,1,1,New York,Liverpool
head,1883,1,1,Danzig,Tyne
head,1898,1,1,New York,Inverness
head-ing staves,1875,1,1,Klaipeda,Bristol
heading,1881,3,3,Norfolk,Liverpool
heading,1883,1,1,Norfolk,Liverpool
heading,1887,1,1,New York,Liverpool
heading,1893,4,4,Halden,Tyne
heading and staves,1887,1,1,Ljusne,Tyne
headings,1874,3,3,Klaipeda,London
headings,1875,5,5,Christiansand,Bristol
headings,1877,11,11,Porsgrund,Dundee
headings,1881,19,19,New York,Tyne
headings,1883,16,16,New York,London
headings,1884,1,1,New York,London
headings,1885,10,10,New York,Tyne
headings,1886,1,1,New York,Bristol
headings,1887,27,27,New York,Liverpool
headings,1888,1,1,New York,Liverpool
headings,1889,27,27,New York,Liverpool
headings,1891,4,4,Halden,Liverpool
headings,1893,8,8,Halden,Tyne
headings,1895,2,2,Halden,Tyne
headings,1897,2,2,New York,Liverpool
headings and staves,1883,1,1,New York,London
heads,1889,1,1,VÃ¤stervik,Stockton
heads,1891,2,2,Boston,Liverpool
heads,1893,1,1,Fredrikstad,
heads and hoops,1887,1,1,Antwerp,Liverpool
heads and hoops,1889,1,1,Rotterdam,Liverpool
healings,1883,1,1,Norfolk,Liverpool
heart and,1889,1,1,Riga,London
heartwood,1885,1,1,Saguenay,Dundee
heartwood,1887,2,2,Riga,London
heartwood,1889,2,2,Riga,London
heartwood lathwood,1887,1,1,Riga,London
heavy,1891,1,1,Gibraltar,Dundee
heavy round timber,1881,1,1,Waterford,Bristol
hemlock,1877,1,1,Quebec,
hemlock,1881,1,1,Quebec,Greenock
hemlock,1889,2,3,St. John,Liverpool
hemlock,1899,1,1,Miramichi,Lynn
hemlock scantling,1889,1,1,St. John,Liverpool
hernosand,1877,1,1,Laurvig,Dundee
hew,1885,1,1,Apalachicola,Liverpool
hewn,1875,4,4,New Orleans,Liverpool
hewn,1876,2,2,Quebec,Greenock
hewn,1877,10,12,Stettin,Dundee
hewn,1881,13,13,Pensacola,Newport
hewn,1883,63,64,Riga,Grimsby
hewn,1884,1,1,Pensacola,Liverpool
hewn,1885,52,56,Gothenburg,Newport
hewn,1887,17,18,Stettin,Newport
hewn,1889,24,24,Konigsberg,Grimsby
hewn,1891,26,28,Riga,Grimsby
hewn,1892,1,1,Klaipeda,London (Tilbury Docks)
hewn,1893,16,19,Gothenburg,Newport
hewn,1895,2,2,Riga,Borrowstounness
hewn,1897,2,2,St John N.B.,Greenock
hewn,1899,4,4,Danzig,Grimsby
hewn & dr,1893,1,1,Riga,Greenock
hewn alder logs,1895,1,1,Riga,Fleetwood
hewn and,1885,3,3,Pascagoula,Liverpool
hewn and,1887,6,6,Apalachicola,Liverpool
hewn and,1889,8,8,Mobile,Liverpool
hewn and,1891,1,1,Mobile,Liverpool
hewn and,1893,3,3,Mobile,INTER TOPS
hewn and,1899,1,1,Mobile,Liverpool
hewn and sawn fir,1891,1,1,Mobile,Bristol
hewn and sawn pine timber,1889,1,1,Ship Island,Liverpool
hewn and sawn pitch pine timber,1889,1,1,Mobile,Liverpool
hewn and sawn timber,1885,1,1,Pascagoula,Liverpool
hewn ash,1881,2,2,Quebec,Dundee
hewn ash,1883,15,15,Quebec,Newport
hewn ash,1884,1,1,Quebec,Poole
hewn ash,1885,16,16,Quebec,Cork
hewn ash,1887,11,11,Quebec,Dundee
hewn ash,1889,9,9,Quebec,Dundee
hewn ash,1891,5,5,Quebec,Tyne
hewn ash,1893,6,6,Quebec,Berwick
hewn ash,1895,1,1,Mobile,Cork
hewn ash,1897,1,1,Montreal,Inverness
hewn ash,1899,1,1,Brevig,Lerwick
hewn ash and elm,1883,1,1,Quebec,Cork
hewn ash logs,1899,1,1,Newport News,London
hewn ash trees,1883,1,1,Hamburg,Grimsby
hewn aspen logs,1895,1,1,Riga,Fleetwood
hewn aspenwood,1897,1,1,Liepāja,Inverness
hewn beechwood,1893,1,1,Le Havre,Newport
hewn birch,1881,9,9,Quebec,Bristol
hewn birch,1883,58,59,Quebec,Wick
hewn birch,1884,2,2,Sandefjord,Inverness
hewn birch,1885,32,32,Quebec,Wick
hewn birch,1886,3,3,St. John,Bristol
hewn birch,1887,20,21,Quebec,Dundee
hewn birch,1889,19,20,Quebec,Wick
hewn birch,1891,10,10,Quebec,Grimsby
hewn birch,1893,17,19,Quebec,Inverness
hewn birch,1895,7,7,Montreal,Grimsby
hewn birch,1897,1,1,Copenhagen,Inverness
hewn birch,1898,1,1,St. John,Bristol
hewn birch,1899,3,3,Quebec,Poole
hewn birch billetwood,1881,1,1,Sandefjord,Montrose
hewn birchwood,1889,1,1,Konigsberg,Montrose
hewn blocks,1897,2,2,Klaipeda,Grimsby
hewn butternut,1883,1,1,Quebec,Newport
hewn butternut,1885,1,1,Quebec,Cowes
hewn cedar,1884,1,1,Apalachicola,Liverpool
hewn cherry,1889,1,1,Baltimore,Borrowstounness
hewn deals,1885,1,1,Apalachicola,Dublin
hewn deals and deal ends,1883,1,1,Quebec,Workington
hewn elm,1881,6,6,Quebec,Bristol
hewn elm,1883,28,30,Quebec,Grimsby
hewn elm,1884,1,1,Quebec,Poole
hewn elm,1885,19,19,Quebec,Newport
hewn elm,1887,23,24,Quebec,Dundee
hewn elm,1889,25,26,Quebec,Dundee
hewn elm,1891,17,17,Quebec,Bristol
hewn elm,1893,17,17,Quebec,Newport
hewn elm,1895,7,7,Quebec,London
hewn elm,1897,1,1,Copenhagen,Inverness
hewn elm,1899,3,3,Quebec,Grimsby
hewn elm logs,1891,1,1,Quebec,Stockton
hewn elm logs,1897,1,1,Montreal,Greenock
hewn fir,1877,2,2,Kronstadt,Dundee
hewn fir,1881,53,53,Sundswall,Newport
hewn fir,1883,685,693,Danzig,Grimsby
hewn fir,1884,46,46,Bordeaux,Newport
hewn fir,1885,559,562,Sundswall,Grimsby
hewn fir,1886,8,8,Danzig,Grimsby
hewn fir,1887,491,492,Riga,Bristol
hewn fir,1888,19,19,Bordeaux,Stockton
hewn fir,1889,329,332,Stettin,Grimsby
hewn fir,1890,17,17,Bordeaux,Newport
hewn fir,1891,162,163,Danzig,Newport
hewn fir,1892,12,12,Danzig,Grimsby
hewn fir,1893,230,233,Riga,Grimsby
hewn fir,1895,190,193,Riga,Grimsby
hewn fir,1896,8,8,Riga,Bristol
hewn fir,1897,111,111,Klaipeda,Bristol
hewn fir,1898,18,18,Riga,Bristol
hewn fir,1899,99,100,Gothenburg,Bristol
hewn fir & sawn fir,1899,1,1,Kragero,Liverpool
hewn fir and battens,1897,1,1,VÃ¤stervik,SIMPLE IN CONSTRUCTION
hewn fir and it props,1899,1,1,Kragero,MIDDLESBRO
hewn fir balks,1895,1,1,Stettin,Goole
hewn fir battens,1893,1,1,Porsgrund,Lynn
hewn fir billets,1893,1,1,Risoer,Wick
hewn fir blocks,1897,1,1,Ventspils,London
hewn fir blocks,1899,3,3,Klaipeda,Grimsby
hewn fir crossing,1891,1,1,Danzig,Goole
hewn fir crossing timber,1889,1,1,Stettin,Grimsby
hewn fir crossings,1899,1,1,Danzig,Grimsby
hewn fir deals,1889,1,1,Quebec,PURFLEET
hewn fir deals,1891,1,1,Mobile,London
hewn fir lds,1896,1,1,Gothenburg,Grimsby
hewn fir logs,1899,1,1,Riga,Dundee
hewn fir mining,1885,1,1,Konigsberg,Lynn
hewn fir mining,1893,1,1,Grimstad,Bristol
hewn fir mining timber,1893,5,5,Porsgrund,Newport
hewn fir n,1885,1,1,Quebec,Tyne
hewn fir pieces,1897,1,1,Bordeaux,SIMPLE IN CONSTRUCTION
hewn fir pit,1885,1,1,Holmestrand,Newport
hewn fir pit,1888,1,1,Brevig,Stockton
hewn fir pit,1893,5,5,Bordeaux,Bristol
hewn fir pit props,1893,7,7,Gothenburg,Newport
hewn fir pit props,1897,1,1,Kronstadt,Lynn
hewn fir pit props,1899,14,14,Bordeaux,Bristol
hewn fir pitprops,1899,11,11,Bordeaux,Lynn
hewn fir pitwood,1885,13,13,Redon,Newport
hewn fir pitwood,1891,1,1,Bayonne,Bristol
hewn fir pitwood,1893,21,21,Bordeaux,Bristol
hewn fir pitwood,1897,3,3,Bayonne,Newport
hewn fir pitwood,1899,14,14,Bordeaux,Bristol
hewn fir poles,1893,3,3,Arendal,Newport
hewn fir poles,1899,1,1,Fredrikstad,Exeter
hewn fir props,1883,1,1,Langesund,Lynn
hewn fir props,1885,2,2,Vances,Stockton
hewn fir props,1893,7,7,Ventspils,Borrowstounness
hewn fir props,1899,2,2,Gothenburg,Grimsby
hewn fir pulp wood,1893,1,1,Sarpsborg,
hewn fir pulpwood,1891,1,1,Drammen,
hewn fir s,1897,1,1,Bordeaux,CLOSED
hewn fir slabwood,1899,1,1,Tvedestrand,Lynn
hewn fir sleeper blocks,1893,7,7,Riga,Boston
hewn fir sleeper blocks,1895,1,1,Ventspils,Dublin
hewn fir sleepers,1883,1,1,Danzig,
hewn fir sleepers,1887,1,1,Riga,London (Tilbury Docks)
hewn fir sleepers,1891,2,2,Danzig,Newport
hewn fir sleepers,1893,3,3,Konigsberg,Grimsby
hewn fir sleepers,1895,2,2,Riga,Fleetwood
hewn fir sleepers,1899,2,2,Riga,Lynn
hewn fir spars,1885,1,1,Sundswall,Tyne
hewn fir spars,1893,4,4,Skien,Poole
hewn fir spars,1897,1,1,Christiania,Newport
hewn fir timber,1877,3,3,Danzig,Bristol
hewn fir timber,1880,1,1,Pensacola,Lynn
hewn fir timber,1887,1,1,Klaipeda,Newport
hewn fir timber,1890,1,1,Kalmar,Boston
hewn fir timber,1891,1,1,Danzig,Goole
hewn fir timber,1893,3,3,Porsgrund,Newport
hewn fir timber sawn,1877,1,1,St,
hewn firewood,1877,1,1,Riga,
hewn firewood,1895,1,1,Ventspils,Newport
hewn firwood,1885,3,3,Skien,Lynn
hewn firwood,1897,1,1,Bordeaux,Newport
hewn firwood pit props,1897,1,1,Bordeaux,Newport
hewn greenheart,1891,1,1,Demerara,Montrose
hewn greenheart,1893,1,1,Demerara,
hewn gum,1893,1,1,Mobile,Liverpool
hewn hemlock,1883,1,1,Quebec,Newport
hewn hickory,1883,5,5,Quebec,Grimsby
hewn hickory,1884,1,1,Quebec,Poole
hewn hickory,1885,2,2,Quebec,Newry
hewn hickory,1887,1,1,Quebec,Stockton
hewn hickory,1889,1,1,Quebec,Borrowstounness
hewn hickory,1891,1,1,Quebec,Greenock
hewn hickory,1893,3,3,Quebec,Berwick
hewn logs,1887,1,1,New York,Dundee
hewn logs,1897,3,3,Porsgrund,Newport
hewn logs,1899,1,1,Brevig,Lerwick
hewn lumber,1897,1,1,St. John,Tyne
hewn lumber unrated,1897,1,1,New Orleans,Tyne
hewn maple,1885,1,1,Quebec,Cowes
hewn maple,1893,1,1,Quebec,Irvine
hewn mining fir,1885,3,3,Risoer,Newport
hewn mining timber,1881,1,1,Hudikswall,Grimsby
hewn mining timber,1883,2,2,Arendal,Grimsby
hewn mining timber,1885,2,2,Nyland,Grimsby
hewn n,1885,3,3,Quebec,Tyne
hewn n,1887,3,3,Campbellton,Lynn
hewn n,1889,1,1,Konigsberg,PENICUIK
hewn n,1891,1,1,Konigsberg,Greenock
hewn noe,1887,3,3,Quebec,Fleetwood
hewn noe,1889,3,3,Quebec,PETITION PRESENTED
hewn oak,1877,2,2,Soderhamn,
hewn oak,1881,17,17,Quebec,Poole
hewn oak,1883,110,110,Quebec,Grimsby
hewn oak,1884,2,2,Quebec,Poole
hewn oak,1885,105,106,Stettin,Grimsby
hewn oak,1887,56,56,Quebec,Grimsby
hewn oak,1888,2,2,Danzig,Grimsby
hewn oak,1889,65,66,Quebec,Newport
hewn oak,1890,3,3,Danzig,Newport
hewn oak,1891,39,40,Quebec,Newport
hewn oak,1892,2,2,Klaipeda,Bristol
hewn oak,1893,47,47,Danzig,Grimsby
hewn oak,1895,26,26,Quebec,Grimsby
hewn oak,1897,10,10,Stettin,Inverness
hewn oak,1899,6,6,Mobile,Boston
hewn oak and ash,1891,1,1,Port Audierne,Newport
hewn oak butts,1893,1,1,Danzig,Tyne
hewn oak chocks,1893,1,1,Helsingborg,Stockton
hewn oak logs,1877,1,1,Danzig,Bristol
hewn oak logs,1895,1,1,Baltimore,Tyne
hewn oak logs,1899,1,1,Liepāja,
hewn oak sleepers,1897,1,1,Konigsberg,Grimsby
hewn oak staves,1893,1,1,Fredrikstad,London
hewn oak tim,1885,1,1,Stettin,Bristol
hewn oak timber,1881,1,1,Stettin,Poole
hewn oak timber,1891,1,1,Danzig,Grimsby
hewn oak timber,1893,1,1,Mobile,Greenock
hewn oks,1891,1,1,Marseilles,Liverpool
hewn p,1880,1,1,Pensacola,Lynn
hewn p,1891,2,2,Mobile,Liverpool
hewn p,1899,1,1,Mobile,Greenock
hewn pine,1881,1,1,Quebec,Sligo
hewn pine,1883,5,5,Quebec,Dundee
hewn pine,1884,2,2,Pascagoula,Cork
hewn pine,1885,11,12,Quebec,Cork
hewn pine,1887,10,10,Quebec,Tyne
hewn pine,1889,6,6,Quebec,Stockton
hewn pine,1891,2,2,Quebec,Stockton
hewn pine,1893,5,6,Quebec,Liverpool
hewn pine,1895,5,5,Quebec,Poole
hewn pine,1897,1,1,Montreal,Inverness
hewn pine,1899,2,2,Pensacola,London
hewn pine timber,1887,1,1,"Brunswick, Ga.",Bristol
hewn pit,1885,7,7,Bordeaux,Newport
hewn pit props,1897,1,1,VÃ¤stervik,Inverness
hewn pit props,1898,1,1,Fijeholm,Inverness
hewn pit wood,1893,1,1,Auray,Poole
hewn pitch pine,1875,3,3,Pensacola,Bristol
hewn pitch pine,1877,5,5,Pensacola,Grimsby
hewn pitch pine,1881,4,4,Darien,Limerick
hewn pitch pine,1883,10,10,Pensacola,Greenock
hewn pitch pine,1884,3,3,Apalachicola,Liverpool
hewn pitch pine,1885,18,18,Apalachicola,Liverpool
hewn pitch pine,1886,1,1,Mobile,Greenock
hewn pitch pine,1887,8,8,Mobile,Tyne
hewn pitch pine,1889,7,7,Pensacola,Greenock
hewn pitch pine,1891,3,3,Mobile,Greenock
hewn pitch pine,1892,2,2,Mobile,Liverpool
hewn pitch pine,1893,4,4,Pascagoula,Grimsby
hewn pitch pine,1895,2,2,Mobile,Tyne
hewn pitch pine,1896,1,1,Pascagoula,Newport
hewn pitch pine,1897,4,4,Pascagoula,Greenock
hewn pitch pine,1898,1,1,Apalachicola,Inverness
hewn pitch pine,1899,1,1,Sapelo,Londonderry
hewn pitch pine and,1893,1,1,Mobile,Liverpool
hewn pitch pine and,1899,1,1,Ship Island,Liverpool
hewn pitch pine timber,1875,4,4,Burea,Greenock
hewn pitch pine timber,1877,4,4,Pensacola,Greenock
hewn pitch pine timber,1883,1,1,Apalachicola,Greenock
hewn pitch pine timber,1889,4,4,Pascagoula,Bristol
hewn pitch pine timber,1893,1,1,Pensacola,Liverpool
hewn pith pine timber,1887,1,1,Pensacola,Troon
hewn pitprops,1899,3,3,Hamburg,Poole
hewn pitwood,1885,61,61,Bordeaux,Newport
hewn pitwood,1886,1,1,Bordeaux,Bristol
hewn pitwood,1887,11,11,Bordeaux,Bristol
hewn pitwood,1891,1,1,Bordeaux,Boston
hewn pitwood,1893,1,1,La Roche-Bernard,Newport
hewn pitwood,1897,2,2,Bordeaux,London
hewn pitwood,1899,2,2,Bayonne,Bristol
hewn planks,1877,1,1,Stettin,Bristol
hewn poles and sawn sleepers,1899,1,1,Riga,Lynn
hewn poles and sleeper blocks,1899,1,1,Riga,Lynn
hewn poplar,1889,1,1,Baltimore,Borrowstounness
hewn poplar,1893,1,1,Mobile,Liverpool
hewn poplar,1899,1,1,Baltimore,Dundee
hewn posts,1885,1,1,Gothenburg,Newport
hewn pp,1885,1,1,Apalachicola,Liverpool
hewn ppa,1889,1,1,Ship Island,Liverpool
hewn props,1883,1,1,Stolpemunde,Poole
hewn props,1885,29,29,Bayonne,Newport
hewn red,1887,1,1,Riga,Bristol
hewn red and white pine,1885,1,1,Quebec,Troon
hewn red fir,1887,1,1,Konigsberg,Poole
hewn red fir,1889,1,1,Stettin,Newport
hewn red fir,1893,1,1,Kemi,Poole
hewn red fir railway sleepers and sleeper blocks,1897,1,1,Riga,Liverpool
hewn red fir sleepers and sleeper blocks,1897,1,1,Klaipeda,Liverpool
hewn red pine,1881,1,1,Quebec,Dundee
hewn red pine,1883,4,4,Quebec,Grimsby
hewn red pine,1885,2,2,Quebec,Cork
hewn red pine,1889,1,1,Quebec,Cliffe
hewn red pine,1891,1,1,Quebec,Tyne
hewn red pine,1893,1,1,Quebec,Newport
hewn redwood,1885,3,3,Danzig,Grimsby
hewn redwood,1891,1,1,Riga,Liverpool
hewn redwood,1893,1,1,Stettin,Inverness
hewn round fir,1883,2,2,Porsgrund,Grimsby
hewn samarac,1883,1,1,Quebec,Newport
hewn sleeper blocks,1895,1,1,Riga,Grimsby
hewn sleepers,1885,2,2,Riga,Newport
hewn spars,1887,1,1,Riga,Dundee
hewn spars,1897,1,1,Gothenburg,Borrowstounness
hewn spars,1899,1,1,Christiania,London
hewn spruce,1883,1,1,Quebec,Newport
hewn spruce,1885,1,1,Dalhousie,
hewn square fir,1883,1,1,Porsgrund,Grimsby
hewn square white pine,1883,1,1,Quebec,Tyne
hewn teak,1882,1,1,Moulmein,Newport
hewn teak,1883,3,3,Moulmein,Newport
hewn teak,1885,2,2,Alderney,Newport
hewn teak,1891,4,4,Rangoon,Poole
hewn teak,1895,1,1,Bangkok,
hewn teak,1899,1,1,Rangoon,Newport
hewn timber,1875,1,1,Malmo,Bristol
hewn timber,1877,5,6,Pensacola,Greenock
hewn timber,1881,11,11,Pensacola,Tyne
hewn timber,1883,31,32,Quebec,Greenock
hewn timber,1884,1,1,Mobile,Liverpool
hewn timber,1885,18,18,Quebec,London
hewn timber,1886,2,2,Riga,London
hewn timber,1887,7,7,Pascagoula,Liverpool
hewn timber,1889,4,4,Pascagoula,Greenock
hewn timber,1891,11,11,Drammen,Tyne
hewn timber,1893,4,4,Mobile,Liverpool
hewn timber,1895,1,1,Hudikswall,Grimsby
hewn timber,1899,2,2,Mobile,Tyne
hewn unrated,1883,1,1,Quebec,Berwick
hewn unrated,1891,1,1,Helsingfors,Fleetwood
hewn unrated,1893,1,1,Richibouctou,Poole
hewn unrated,1895,5,5,Quebec,Stockton
hewn unrated,1898,1,1,New Orleans,Tyne
hewn unrated,1899,1,1,Pensacola,Bristol
hewn unstated,1897,1,1,St. John,Poole
hewn walnut,1881,1,1,Riga,Sligo
hewn walnut,1883,3,3,Quebec,Newport
hewn walnut,1885,2,3,Quebec,Cowes
hewn walnut,1887,1,1,Quebec,Poole
hewn walnut,1889,1,1,Baltimore,Borrowstounness
hewn walnut,1891,1,1,Quebec,Lynn
hewn waney,1887,1,1,Quebec,Stockton
hewn waney pine,1887,1,1,Quebec,Dundee
hewn waney white pine,1885,2,2,Quebec,Dundee
hewn waney yellow pine,1893,1,2,Quebec,Inverness
hewn white fir,1885,1,1,Klaipeda,Limerick
hewn white oak and,1887,1,1,Mobile,Liverpool
hewn white pine,1881,1,1,Quebec,Dundee
hewn white pine,1883,1,1,Drammen,Greenock
hewn white pine,1887,2,2,Quebec,Dundee
hewn white pine,1889,1,1,Quebec,Cliffe
hewn white pine,1893,1,1,Quebec,Newport
hewn white pine,1899,1,1,Quebec,Poole
hewn white wood,1885,1,1,Riga,
hewn whitewood,1889,1,1,Riga,Bristol
hewn whitewood,1891,1,1,Quebec,Borrowstounness
hewn whitewood fir,1891,1,1,Stettin,Grimsby
hewn wood,1883,7,7,Quebec,Poole
hewn wood,1885,4,4,Quebec,Newport
hewn wood,1887,1,1,Quebec,Tyne
hewn wood,1889,1,1,Ostende,London (Tilbury Docks)
hewn wood,1891,2,2,St. Nazaire,London
hewn wood,1893,4,4,Rotterdam,Greenock
hewn wood,1895,2,2,Lovisa,RUNCORN DOCK
hewn wood,1897,2,2,Christiansand,Bristol
hewn wood doors,1895,1,1,New York,Liverpool
hewn wood n,1885,1,1,Quebec,
hewn wood unrated,1897,1,1,New Orleans,Tyne
hewn yellow pine,1883,4,4,Quebec,Grimsby
hewn yellow pine,1885,1,1,Quebec,
hewn yellow pine,1889,3,3,Quebec,Dundee
hewn yellow pine,1891,2,2,Quebec,Greenock
hewn yellow pine,1893,2,2,Quebec,Newport
hhd,1875,3,3,Savannah,Liverpool
hhd,1879,1,1,N. York,Dundee
hhd,1881,2,2,New York,Borrowstounness
hhd,1883,2,2,Quebec,Wexford
hhd,1885,2,2,Norfolk,Liverpool
hhd,1887,1,1,New York,Liverpool
hhd,1889,2,2,New York,Liverpool
hhd,1891,5,5,New Orleans,Liverpool
hhd,1893,4,4,Boston,Liverpool
hhd,1898,1,1,New York,Borrowstounness
hhds,1875,1,1,New Orleans,Liverpool
hickory,1874,8,8,Quebec,London
hickory,1875,9,9,Quebec,Greenock
hickory,1877,10,10,Quebec,Dundee
hickory,1881,5,5,Quebec,Poole
hickory,1883,13,13,Quebec,Liverpool
hickory,1885,4,4,New York,London
hickory,1887,3,3,Quebec,Stockton
hickory,1889,6,6,Quebec,Dundee
hickory,1891,14,14,Quebec,Liverpool
hickory,1893,8,8,Quebec,Liverpool
hickory,1895,2,2,Quebec,Greenock
hickory,1897,3,3,Boston,Liverpool
hickory,1899,2,2,Newport News,Dundee
hickory hewn,1881,1,1,Quebec,Grimsby
hickory logs,1893,2,2,Baltimore,Liverpool
hickory logs,1899,1,1,Newport News,London
hickory rods,1889,1,1,Rotterdam,Poole
hogs,1893,1,1,New York,Greenock
hogshead,1883,8,8,New York,Dundee
hogshead,1885,3,3,New York,Liverpool
hogshead,1887,1,1,New York,Dundee
hogshead,1889,1,1,Baltimore,Bristol
hogshead,1891,1,1,New York,Liverpool
hogshead,1892,1,1,Philadelphia,Dundee
hogshead staves,1883,1,1,New York,Borrowstounness
hooks,1883,2,2,Christiania,London
hoops,1881,42,42,Rotterdam,Tyne
hoops,1882,4,4,Dordrecht,Tyne
hoops,1883,108,108,Rotterdam,Tyne
hoops,1884,2,2,Rotterdam,Grimsby
hoops,1885,209,209,Rotterdam,Tyne
hoops,1886,12,12,Rotterdam,Tyne
hoops,1887,206,206,Rotterdam,Tyne
hoops,1888,4,4,Dordt,Borrowstounness
hoops,1889,203,203,Rotterdam,Tyne
hoops,1890,7,7,Rotterdam,Tyne
hoops,1891,159,160,Rotterdam,Tyne
hoops,1892,20,20,Rotterdam,Tyne
hoops,1893,69,69,Rotterdam,Tyne
hoops,1895,23,23,Rotterdam,Tyne
hoops,1896,1,1,Rotterdam,Tyne
hoops,1897,24,24,Rotterdam,Grimsby
hoops,1898,8,8,Rotterdam,Goole
hoops,1899,2,2,Rotterdam,Dundee
hoops and heads,1891,2,2,Le Havre,Goole
hoops and skirtings,1887,1,1,New York,London
hoops and staves,1899,1,1,Boston,Bristol
hoopwood,1885,2,2,Bordeaux,Newport
hoopwood,1887,1,1,Bordeaux,London
hoopwood,1888,1,1,Le Havre,London
hoopwood,1889,1,1,Rotterdam,Greenock
hop,1885,3,3,Christiania,Bristol
hop,1891,1,1,Christiania,Dover
hop poles,1885,2,2,Carlskrona,Dover
hornbeam,1875,1,1,Hamburg,London
hornbeam,1889,1,1,Dunkirk,Poole
hornbeam,1890,1,1,Dunkirk,Exeter
hornbeam,1898,1,1,Boulogne,Goole
hornbeam,1899,3,3,Boulogne,Tyne
house,1883,1,1,Christiania,Newport
house frames,1885,1,1,Gothenburg,Poole
hub,1885,1,1,New York,London
hub,1889,1,1,New York,Liverpool
hub blocks,1885,1,1,New York,London
